731,6,5.0
235,14,3.0
243,10,5.0
444,25,5.0
354,15,3.0
780,20,2.0
225,11,3.0
956,18,5.0
823,20,5.0
371,6,3.0
280,20,2.0
378,22,4.0
96,17,1.0
453,11,4.0
195,3,3.0
953,5,3.0
297,2,1.0
298,10,3.0
880,4,4.0
16,4,3.0
966,8,5.0
925,14,3.0
748,20,1.0
71,23,4.0
705,11,4.0
159,14,4.0
208,23,4.0
75,6,1.0
377,20,5.0
762,6,5.0
39,4,4.0
710,17,4.0
37,16,3.0
456,8,5.0
218,23,2.0
343,24,3.0
379,23,2.0
299,15,4.0
682,10,2.0
578,11,2.0
430,19,5.0
904,7,5.0
173,23,3.0
677,25,3.0
38,7,3.0
941,15,4.0
880,3,4.0
598,11,3.0
379,19,2.0
68,17,4.0
436,17,4.0
50,9,5.0
645,24,3.0
971,17,5.0
754,21,3.0
962,16,4.0
598,22,5.0
565,7,4.0
785,6,3.0
120,17,3.0
973,12,3.0
840,10,4.0
612,4,4.0
412,9,4.0
497,20,5.0
874,14,3.0
98,20,5.0
861,7,5.0
699,5,4.0
452,13,4.0
183,15,1.0
65,24,3.0
601,8,2.0
120,11,3.0
958,9,5.0
574,7,5.0
738,25,4.0
447,21,3.0
954,6,1.0
177,20,1.0
780,20,4.0
651,14,4.0
95,14,5.0
411,12,3.0
236,3,4.0
997,20,4.0
896,4,3.0
185,9,3.0
830,14,1.0
628,21,2.0
329,3,4.0
863,22,1.0
940,20,3.0
485,12,4.0
544,22,3.0
553,7,4.0
974,10,2.0
651,11,3.0
490,3,3.0
448,9,4.0
979,12,3.0
690,25,5.0
475,3,3.0
447,20,4.0
879,9,2.0
513,9,3.0
856,19,3.0
910,23,5.0
707,6,3.0
917,10,4.0
427,11,5.0
717,1,5.0
483,20,3.0
826,24,2.0
561,22,5.0
896,23,3.0
19,15,5.0
502,5,4.0
58,8,4.0
229,19,1.0
368,4,5.0
494,2,3.0
410,25,5.0
684,22,5.0
909,10,5.0
572,2,4.0
981,13,2.0
141,13,3.0
771,14,2.0
872,12,4.0
999,23,4.0
104,9,3.0
99,14,4.0
41,20,1.0
912,22,4.0
567,2,4.0
587,24,4.0
844,9,5.0
122,10,4.0
661,22,2.0
991,7,4.0
297,14,2.0
600,20,4.0
444,22,4.0
182,14,3.0
455,6,1.0
750,15,5.0
512,25,3.0
864,22,3.0
357,20,3.0
613,14,2.0
946,6,3.0
942,18,3.0
924,22,3.0
659,16,1.0
632,8,5.0
263,16,2.0
696,1,5.0
474,6,4.0
633,17,4.0
269,4,4.0
700,23,4.0
568,11,1.0
509,17,4.0
452,18,4.0
954,11,3.0
537,21,4.0
125,16,3.0
986,15,4.0
557,5,5.0
362,15,2.0
868,2,5.0
5,7,5.0
98,17,4.0
922,7,4.0
551,2,4.0
164,18,4.0
452,5,3.0
587,7,2.0
375,12,4.0
383,18,4.0
671,10,2.0
807,25,3.0
700,13,4.0
883,19,3.0
227,4,4.0
70,25,5.0
687,9,1.0
154,18,4.0
558,12,4.0
400,16,4.0
3,21,4.0
988,15,3.0
703,6,4.0
544,1,2.0
187,23,5.0
313,25,4.0
816,18,4.0
543,14,3.0
132,6,1.0
584,10,3.0
456,19,5.0
761,16,2.0
395,7,5.0
355,20,5.0
161,20,5.0
644,24,3.0
773,14,1.0
958,25,3.0
27,12,3.0
493,6,3.0
92,6,2.0
410,5,5.0
785,23,3.0
352,21,5.0
872,25,5.0
636,14,4.0
560,1,1.0
903,5,4.0
810,11,5.0
106,12,5.0
884,4,2.0
120,23,5.0
537,9,2.0
598,25,4.0
730,12,4.0
814,23,5.0
526,16,3.0
390,25,4.0
166,9,4.0
787,17,3.0
233,13,4.0
97,18,3.0
604,17,1.0
439,14,4.0
9,19,1.0
148,22,5.0
886,10,3.0
363,6,4.0
824,17,3.0
152,24,4.0
932,1,4.0
565,15,4.0
697,10,3.0
436,7,3.0
778,5,5.0
273,20,4.0
77,13,4.0
366,13,2.0
379,13,1.0
636,19,4.0
116,11,1.0
882,5,3.0
416,1,2.0
266,22,4.0
882,13,4.0
373,22,4.0
816,24,3.0
187,22,3.0
71,1,3.0
429,24,4.0
409,21,1.0
194,24,2.0
145,24,3.0
870,18,2.0
798,20,4.0
678,12,2.0
643,5,4.0
630,20,4.0
191,20,4.0
670,16,2.0
240,22,2.0
376,19,4.0
542,3,4.0
198,25,4.0
926,9,4.0
603,25,5.0
40,14,4.0
903,22,4.0
175,6,3.0
460,24,4.0
741,11,4.0
792,12,3.0
879,25,1.0
648,10,4.0
483,1,4.0
818,4,4.0
789,6,1.0
923,15,4.0
95,7,3.0
724,12,3.0
237,8,3.0
824,17,5.0
191,14,1.0
804,14,1.0
579,19,3.0
386,5,5.0
862,7,5.0
317,2,4.0
778,14,4.0
47,24,5.0
205,4,3.0
310,25,4.0
22,20,4.0
848,2,2.0
994,23,5.0
335,13,5.0
250,22,5.0
817,11,5.0
899,16,2.0
129,7,5.0
100,25,3.0
50,21,5.0
883,25,3.0
593,8,2.0
400,2,4.0
227,8,3.0
941,4,4.0
133,9,3.0
617,17,3.0
73,6,1.0
680,22,4.0
463,18,4.0
720,11,5.0
728,11,3.0
676,22,5.0
239,21,4.0
125,23,4.0
724,9,3.0
52,24,5.0
470,11,4.0
997,3,4.0
26,1,3.0
884,3,4.0
639,11,4.0
855,5,4.0
408,11,5.0
366,7,3.0
549,23,3.0
711,13,4.0
974,9,4.0
536,7,4.0
533,14,5.0
822,1,5.0
83,12,4.0
726,23,1.0
476,20,3.0
630,13,4.0
361,15,3.0
60,3,5.0
504,22,2.0
51,2,5.0
354,24,4.0
262,10,3.0
576,21,2.0
656,15,3.0
485,3,1.0
881,24,5.0
326,19,1.0
724,9,4.0
496,15,5.0
300,11,5.0
281,8,1.0
412,16,3.0
782,4,4.0
579,7,4.0
786,3,4.0
129,4,4.0
276,17,3.0
95,19,5.0
610,5,1.0
921,4,5.0
884,2,4.0
621,13,4.0
185,18,4.0
454,20,3.0
201,3,1.0
148,23,4.0
655,25,4.0
370,17,5.0
278,8,5.0
876,19,5.0
826,14,4.0
662,17,4.0
369,17,4.0
615,25,3.0
308,15,5.0
741,10,5.0
163,18,1.0
598,18,3.0
637,18,5.0
409,3,3.0
976,8,4.0
128,3,5.0
623,22,5.0
754,12,3.0
477,25,5.0
264,12,5.0
666,17,4.0
749,10,3.0
337,19,4.0
913,23,4.0
739,2,2.0
252,5,2.0
635,23,4.0
179,16,1.0
308,12,4.0
832,17,3.0
715,13,5.0
998,8,4.0
962,3,5.0
624,5,2.0
511,7,3.0
11,16,3.0
124,5,3.0
179,15,3.0
264,25,4.0
880,19,1.0
93,17,4.0
6,14,5.0
432,13,3.0
601,19,5.0
582,4,5.0
856,7,5.0
910,10,3.0
753,16,4.0
695,17,3.0
452,7,3.0
65,5,2.0
662,24,3.0
961,8,5.0
235,13,3.0
79,15,2.0
320,23,2.0
628,7,5.0
221,13,3.0
195,19,4.0
505,10,2.0
637,10,4.0
147,20,5.0
226,20,5.0
286,13,5.0
480,6,3.0
1000,12,5.0
28,21,4.0
666,6,5.0
716,2,5.0
799,19,3.0
291,16,1.0
714,11,3.0
321,15,4.0
214,5,1.0
861,25,3.0
488,2,3.0
210,22,5.0
278,11,4.0
89,25,2.0
4,25,5.0
99,7,3.0
387,1,5.0
660,11,4.0
92,7,2.0
638,5,3.0
513,14,3.0
707,13,3.0
362,3,1.0
117,3,4.0
361,10,4.0
149,17,1.0
910,17,4.0
743,20,3.0
730,17,5.0
355,9,4.0
8,22,5.0
841,8,2.0
488,23,3.0
499,4,3.0
583,10,3.0
461,11,2.0
476,12,3.0
893,1,3.0
976,4,4.0
695,6,3.0
470,15,4.0
931,9,3.0
834,17,4.0
53,7,4.0
883,16,5.0
256,4,4.0
431,9,4.0
904,17,5.0
1000,17,1.0
101,12,4.0
248,3,5.0
388,6,4.0
851,3,5.0
417,24,4.0
597,12,5.0
172,25,2.0
669,12,3.0
850,18,3.0
387,19,5.0
886,6,5.0
987,25,2.0
76,21,5.0
675,22,5.0
46,21,3.0
441,5,1.0
581,14,4.0
213,6,4.0
302,14,3.0
915,21,4.0
863,23,5.0
807,9,2.0
673,11,3.0
53,15,3.0
3,18,3.0
245,2,2.0
731,20,5.0
966,21,1.0
813,13,4.0
733,25,4.0
109,1,5.0
873,19,3.0
892,1,5.0
977,9,3.0
92,13,4.0
130,6,3.0
630,2,5.0
319,14,3.0
627,4,5.0
219,1,5.0
795,12,3.0
595,20,4.0
255,12,3.0
738,12,5.0
831,3,1.0
229,18,3.0
625,18,5.0
597,8,3.0
849,25,5.0
911,17,4.0
655,4,1.0
848,8,3.0
241,7,4.0
454,8,5.0
498,18,4.0
585,25,4.0
634,23,4.0
792,16,3.0
173,6,1.0
503,9,3.0
547,14,3.0
949,6,1.0
542,23,5.0
899,4,1.0
744,20,5.0
365,25,4.0
59,19,4.0
155,6,5.0
932,15,3.0
620,6,4.0
155,25,5.0
489,12,4.0
81,21,2.0
35,23,3.0
618,4,2.0
522,12,5.0
586,10,3.0
206,9,5.0
123,1,3.0
296,16,2.0
694,20,4.0
566,10,3.0
300,5,4.0
679,11,3.0
632,7,5.0
260,12,3.0
725,23,4.0
493,4,3.0
79,13,1.0
134,18,4.0
586,10,1.0
31,18,4.0
29,9,4.0
583,7,5.0
726,12,4.0
457,4,3.0
624,6,4.0
800,5,5.0
273,4,5.0
225,25,4.0
3,24,2.0
487,24,4.0
506,11,1.0
989,9,5.0
912,11,3.0
162,11,4.0
133,8,4.0
376,16,4.0
411,19,5.0
238,11,4.0
414,2,1.0
740,21,5.0
232,19,1.0
934,21,5.0
785,16,4.0
372,18,1.0
771,22,3.0
286,19,5.0
964,11,3.0
855,13,2.0
86,12,3.0
886,14,3.0
220,18,5.0
975,10,3.0
262,12,5.0
612,15,5.0
469,15,2.0
202,20,4.0
219,21,5.0
395,23,5.0
527,1,5.0
551,8,5.0
773,12,3.0
818,20,3.0
650,23,2.0
241,9,2.0
958,13,5.0
221,14,5.0
938,9,4.0
840,22,3.0
347,6,3.0
635,7,4.0
883,13,3.0
152,18,4.0
827,21,5.0
386,10,5.0
916,16,4.0
702,11,3.0
778,12,4.0
565,24,4.0
534,15,5.0
591,22,5.0
482,23,5.0
784,20,4.0
93,2,4.0
554,24,5.0
813,17,3.0
606,1,2.0
463,18,2.0
767,4,4.0
385,24,5.0
258,18,2.0
295,5,4.0
256,23,2.0
950,7,4.0
192,15,1.0
777,11,1.0
911,12,4.0
164,8,5.0
137,13,5.0
793,12,5.0
813,6,3.0
162,11,4.0
33,6,4.0
630,19,3.0
47,22,4.0
729,22,5.0
491,14,5.0
256,3,5.0
641,2,4.0
970,14,5.0
743,22,3.0
565,22,4.0
921,23,4.0
976,5,4.0
765,1,3.0
613,2,4.0
132,3,5.0
621,12,4.0
856,2,5.0
61,15,3.0
613,14,4.0
766,4,3.0
211,21,5.0
697,13,4.0
913,19,4.0
919,12,4.0
940,18,3.0
916,5,3.0
21,20,2.0
676,19,2.0
954,18,3.0
424,2,4.0
886,16,3.0
402,8,5.0
833,4,4.0
307,13,3.0
458,12,3.0
386,9,1.0
838,10,4.0
343,8,3.0
557,15,4.0
963,1,3.0
393,24,4.0
250,8,3.0
717,15,4.0
815,20,3.0
265,23,5.0
836,24,4.0
191,8,5.0
619,11,5.0
381,7,1.0
495,2,3.0
32,8,3.0
773,24,1.0
11,6,3.0
6,19,4.0
411,22,2.0
14,5,4.0
728,25,3.0
299,3,4.0
310,3,3.0
170,1,5.0
103,17,3.0
250,3,5.0
341,20,4.0
486,1,3.0
641,16,5.0
501,23,4.0
941,21,4.0
791,18,4.0
885,14,2.0
804,2,5.0
896,5,5.0
463,23,4.0
385,23,4.0
914,17,4.0
471,7,3.0
741,2,5.0
750,24,4.0
925,17,1.0
802,12,4.0
712,10,1.0
497,12,2.0
754,20,5.0
728,18,5.0
317,19,4.0
484,13,3.0
264,16,3.0
162,16,3.0
203,15,3.0
65,13,3.0
975,14,3.0
5,13,4.0
657,21,2.0
261,18,4.0
394,2,4.0
643,11,4.0
287,23,3.0
458,24,4.0
958,11,5.0
814,4,2.0
754,8,3.0
328,4,1.0
650,2,4.0
62,17,3.0
550,4,4.0
425,12,5.0
350,3,3.0
886,12,3.0
765,17,2.0
175,7,3.0
176,24,3.0
833,4,3.0
230,23,5.0
419,8,4.0
190,13,3.0
520,24,3.0
516,14,4.0
163,8,5.0
618,7,3.0
461,25,5.0
645,6,5.0
684,21,2.0
967,13,5.0
824,7,1.0
381,24,1.0
357,23,4.0
817,25,3.0
497,4,3.0
480,5,3.0
70,16,4.0
117,23,3.0
565,19,4.0
719,15,3.0
529,14,5.0
591,3,2.0
731,3,4.0
835,19,5.0
650,19,4.0
359,1,4.0
282,22,5.0
663,24,2.0
761,15,2.0
204,5,5.0
223,3,4.0
319,25,5.0
7,2,4.0
460,11,5.0
317,5,4.0
317,25,2.0
920,14,4.0
621,13,3.0
934,24,5.0
102,19,2.0
478,6,3.0
283,17,4.0
118,1,4.0
628,23,4.0
377,3,4.0
969,18,2.0
527,2,3.0
477,17,3.0
983,7,4.0
774,8,5.0
314,18,4.0
164,22,2.0
59,13,3.0
415,18,4.0
775,21,5.0
763,11,3.0
905,2,5.0
748,4,1.0
922,17,4.0
84,8,1.0
944,21,3.0
450,19,4.0
989,20,4.0
471,18,4.0
741,4,4.0
609,16,5.0
105,9,4.0
706,5,3.0
853,23,2.0
57,20,3.0
694,8,3.0
852,1,2.0
472,6,2.0
67,18,3.0
555,9,5.0
862,22,4.0
21,9,4.0
