user_id,item_id,rating,timestamp
94,789,4.0,891720887
128,485,3.0,879966895
298,317,4.0,884182806
44,195,5.0,878347874
264,200,5.0,886122352
194,385,2.0,879524643
72,195,5.0,880037702
222,750,5.0,883815120
250,264,3.0,878089182
41,265,3.0,890687042
224,245,3.0,888082216
82,135,3.0,878769629
262,1147,4.0,879791710
293,471,3.0,888904884
216,658,3.0,880245029
250,140,3.0,878092059
59,23,5.0,888205300
286,379,5.0,877533771
244,815,4.0,880605185
7,479,4.0,891352010
174,368,1.0,886434402
87,274,4.0,879876734
194,1211,2.0,879551380
82,1134,2.0,884714402
13,836,2.0,882139746
13,272,4.0,884538403
244,756,2.0,880605157
305,427,5.0,886323090
95,787,2.0,888954930
43,14,2.0,883955745
299,955,4.0,889502823
57,419,3.0,883698454
84,405,3.0,883452363
269,504,4.0,891449922
299,111,3.0,877878184
194,466,4.0,879525876
160,135,4.0,876860807
99,268,3.0,885678247
10,486,4.0,877886846
259,117,4.0,874724988
85,427,3.0,879456350
303,919,4.0,879467295
213,273,5.0,878870987
121,514,3.0,891387947
90,98,5.0,891383204
49,559,2.0,888067405
42,794,3.0,881108425
155,323,2.0,879371261
68,117,4.0,876973939
172,177,4.0,875537965
19,4,4.0,885412840
268,231,4.0,875744136
5,2,3.0,875636053
305,117,2.0,886324028
44,294,4.0,883612356
43,137,4.0,875975656
279,1336,1.0,875298353
80,466,5.0,887401701
254,164,4.0,886472768
298,281,3.0,884183336
279,1240,1.0,892174404
66,298,4.0,883601324
18,443,3.0,880130193
268,1035,2.0,875542174
99,79,4.0,885680138
13,98,4.0,881515011
26,258,3.0,891347949
7,455,4.0,891353086
222,755,4.0,878183481
200,673,5.0,884128554
119,328,4.0,876923913
213,172,5.0,878955442
276,322,3.0,874786392
94,1217,3.0,891723086
130,379,4.0,875801662
38,328,4.0,892428688
160,719,3.0,876857977
293,1267,3.0,888906966
26,930,2.0,891385985
130,216,4.0,875216545
92,1079,3.0,886443455
256,452,4.0,882164999
1,61,4.0,878542420
72,48,4.0,880036718
56,755,3.0,892910207
13,360,4.0,882140926
15,405,2.0,879455957
92,77,3.0,875654637
207,476,2.0,884386343
292,174,5.0,881105481
232,483,5.0,888549622
251,748,2.0,886272175
224,26,3.0,888104153
181,220,4.0,878962392
259,255,4.0,874724710
305,471,4.0,886323648
52,280,3.0,882922806
161,202,5.0,891170769
148,408,5.0,877399018
125,235,2.0,892838559
97,228,5.0,884238860
58,1098,4.0,884304936
83,234,4.0,887665548
90,347,4.0,891383319
272,178,5.0,879455113
194,181,3.0,879521396
125,478,4.0,879454628
110,688,1.0,886987605
299,14,4.0,877877775
151,10,5.0,879524921
269,127,4.0,891446165
6,14,5.0,883599249
54,106,3.0,880937882
303,69,5.0,879467542
16,944,1.0,877727122
301,790,4.0,882078621
276,1091,3.0,874793035
305,214,2.0,886323068
194,1028,2.0,879541148
91,323,2.0,891438397
87,554,4.0,879875940
294,109,4.0,877819599
286,171,4.0,877531791
200,318,5.0,884128458
229,328,1.0,891632142
178,568,4.0,882826555
303,842,2.0,879484804
62,65,4.0,879374686
207,591,3.0,876018608
92,172,4.0,875653271
301,401,4.0,882078040
36,339,5.0,882157581
70,746,3.0,884150257
63,242,3.0,875747190
28,201,3.0,881961671
279,68,4.0,875307407
250,7,4.0,878089716
14,98,3.0,890881335
299,1018,3.0,889502324
194,54,3.0,879525876
303,815,3.0,879485532
119,237,5.0,874775038
295,218,5.0,879966498
268,930,2.0,875742942
268,2,2.0,875744173
66,258,4.0,883601089
233,202,5.0,879394264
83,623,4.0,880308578
214,334,3.0,891542540
192,476,2.0,881368243
100,344,4.0,891374868
268,145,1.0,875744501
301,56,4.0,882076587
307,89,5.0,879283786
234,141,3.0,892334609
83,576,4.0,880308755
181,264,2.0,878961624
297,133,4.0,875240090
38,153,5.0,892430369
7,382,4.0,891352093
264,813,4.0,886122952
181,872,1.0,878961814
201,146,1.0,884140579
85,507,4.0,879456199
269,367,3.0,891450023
59,468,3.0,888205855
286,143,4.0,889651549
193,96,1.0,889124507
113,595,5.0,875936424
292,11,5.0,881104093
130,1014,3.0,876250718
275,98,4.0,875155140
189,520,5.0,893265380
219,82,1.0,889452455
218,209,5.0,877488546
123,427,3.0,879873020
119,222,5.0,874775311
158,177,4.0,880134407
222,118,4.0,877563802
302,322,2.0,879436875
279,501,3.0,875308843
301,79,5.0,882076403
181,3,2.0,878963441
201,695,1.0,884140115
13,198,3.0,881515193
1,189,3.0,888732928
145,237,5.0,875270570
23,385,4.0,874786462
201,767,4.0,884114505
296,705,5.0,884197193
42,546,3.0,881105817
33,872,3.0,891964230
301,554,3.0,882078830
16,64,5.0,877720297
95,135,3.0,879197562
154,357,4.0,879138713
77,484,5.0,884733766
296,508,5.0,884196584
302,303,2.0,879436785
244,673,3.0,880606667
222,77,4.0,878183616
13,215,5.0,882140588
16,705,5.0,877722736
270,452,4.0,876956264
145,15,2.0,875270655
187,64,5.0,879465631
200,304,5.0,876041644
170,749,5.0,887646170
101,829,3.0,877136138
184,218,3.0,889909840
128,204,4.0,879967478
181,1295,1.0,878961781
184,153,3.0,889911285
1,33,4.0,878542699
1,160,4.0,875072547
184,321,5.0,889906967
54,595,3.0,880937813
94,343,4.0,891725009
128,508,4.0,879967767
23,323,2.0,874784266
301,227,3.0,882077222
301,191,3.0,882075672
112,903,1.0,892440172
82,183,3.0,878769848
222,724,3.0,878181976
218,430,3.0,877488316
308,1197,4.0,887739521
303,134,5.0,879467959
133,751,3.0,890588547
215,212,2.0,891435680
69,256,5.0,882126156
254,662,4.0,887347350
276,2,4.0,874792436
104,984,1.0,888442575
63,1067,3.0,875747514
267,410,4.0,878970785
13,56,5.0,881515011
240,879,3.0,885775745
286,237,2.0,875806800
294,271,5.0,889241426
90,1086,4.0,891384424
18,26,4.0,880129731
92,229,3.0,875656201
308,649,4.0,887739292
144,89,3.0,888105691
191,302,4.0,891560253
59,951,3.0,888206409
200,96,5.0,884129409
16,197,5.0,877726146
61,678,3.0,892302309
271,199,4.0,885848448
271,709,3.0,885849325
142,169,5.0,888640356
275,597,3.0,876197678
222,151,3.0,878182109
87,40,3.0,879876917
207,258,4.0,877879172
272,1393,2.0,879454663
177,333,4.0,880130397
207,1115,2.0,879664906
299,577,3.0,889503806
271,378,4.0,885849447
305,425,4.0,886324486
49,959,2.0,888068912
94,1224,3.0,891722802
130,1017,3.0,874953895
10,175,3.0,877888677
203,321,3.0,880433418
191,286,4.0,891560842
43,323,3.0,875975110
21,558,5.0,874951695
197,96,5.0,891409839
13,344,2.0,888073635
194,66,3.0,879527264
234,206,4.0,892334543
308,402,4.0,887740700
308,640,4.0,887737036
269,522,5.0,891447773
94,265,4.0,891721889
268,62,3.0,875310824
272,12,5.0,879455254
121,291,3.0,891390477
296,20,5.0,884196921
134,286,3.0,891732334
180,462,5.0,877544218
234,612,3.0,892079140
104,117,2.0,888465972
38,758,1.0,892434626
269,845,1.0,891456255
7,163,4.0,891353444
234,1451,3.0,892078343
275,405,2.0,876197645
52,250,3.0,882922661
102,823,3.0,888801465
13,186,4.0,890704999
178,731,4.0,882827532
236,71,3.0,890116671
256,781,5.0,882165296
263,176,5.0,891299752
244,186,3.0,880605697
279,1181,4.0,875314001
43,815,4.0,883956189
83,78,2.0,880309089
151,197,5.0,879528710
254,436,2.0,886474216
109,631,3.0,880579371
297,716,3.0,875239422
249,188,4.0,879641067
144,699,4.0,888106106
301,604,4.0,882075994
64,392,3.0,889737542
92,501,2.0,875653665
222,97,4.0,878181739
268,436,3.0,875310745
293,135,5.0,888905550
213,173,5.0,878955442
160,460,2.0,876861185
13,498,4.0,882139901
59,715,5.0,888205921
5,17,4.0,875636198
125,163,5.0,879454956
174,315,5.0,886432749
114,505,3.0,881260203
213,515,4.0,878870518
23,196,2.0,874786926
128,15,4.0,879968827
239,56,4.0,889179478
181,279,1.0,878962955
291,80,4.0,875086354
250,238,4.0,878089963
201,649,3.0,884114275
60,60,5.0,883327734
181,325,2.0,878961814
119,407,3.0,887038665
287,1,5.0,875334088
216,228,3.0,880245642
216,531,4.0,880233810
203,471,4.0,880434463
92,587,3.0,875660408
13,892,3.0,882774224
213,176,4.0,878956338
286,288,5.0,875806672
117,1047,2.0,881009697
99,111,1.0,885678886
11,558,3.0,891904214
65,47,2.0,879216672
295,194,4.0,879517412
269,217,2.0,891451610
85,259,2.0,881705026
250,596,5.0,878089921
137,144,5.0,881433689
201,960,2.0,884112077
257,137,4.0,882049932
111,328,4.0,891679939
91,480,4.0,891438875
215,211,4.0,891436202
181,938,1.0,878961586
189,1060,5.0,893264301
1,20,4.0,887431883
303,404,4.0,879468375
299,305,3.0,879737314
187,210,4.0,879465242
222,278,2.0,877563913
214,568,4.0,892668197
293,770,3.0,888906655
285,191,4.0,890595859
303,252,3.0,879544791
96,156,4.0,884402860
72,1110,3.0,880037334
115,1067,4.0,881171009
7,430,3.0,891352178
116,350,3.0,886977926
73,480,4.0,888625753
269,246,5.0,891457067
263,419,5.0,891299514
70,431,3.0,884150257
221,475,4.0,875244204
72,182,5.0,880036515
25,357,4.0,885852757
290,50,5.0,880473582
189,526,4.0,893266205
299,303,3.0,877618584
264,294,3.0,886121516
200,365,5.0,884129962
187,135,4.0,879465653
184,187,4.0,889909024
63,289,2.0,875746985
13,229,4.0,882397650
298,486,3.0,884183063
235,185,4.0,889655435
62,712,4.0,879376178
246,94,2.0,884923505
54,742,5.0,880934806
63,762,3.0,875747688
11,732,3.0,891904596
92,168,4.0,875653723
8,550,3.0,879362356
307,174,4.0,879283480
303,200,4.0,879468459
256,849,2.0,882164603
72,54,3.0,880036854
164,406,2.0,889402389
117,150,4.0,880125101
224,77,4.0,888103872
193,869,3.0,889127811
94,184,2.0,891720862
281,338,2.0,881200457
130,109,3.0,874953794
128,371,1.0,879966954
94,720,1.0,891723593
182,845,3.0,885613067
129,873,1.0,883245452
254,229,4.0,886474580
64,381,4.0,879365491
151,176,2.0,879524293
45,25,4.0,881014015
193,879,3.0,889123257
276,922,4.0,889174849
276,57,3.0,874787526
234,187,4.0,892079140
181,306,1.0,878962006
21,370,1.0,874951293
293,249,3.0,888905229
264,721,5.0,886123656
10,611,5.0,877886722
197,346,3.0,891409070
276,142,3.0,874792945
308,427,4.0,887736584
221,943,4.0,875246759
131,126,4.0,883681514
268,824,2.0,876518557
109,8,3.0,880572642
198,58,3.0,884208173
230,680,4.0,880484286
181,741,1.0,878962918
192,1061,4.0,881368891
234,448,3.0,892335501
90,900,4.0,891382309
193,941,4.0,889124890
128,603,5.0,879966839
126,905,2.0,887855283
244,265,4.0,880606634
90,289,3.0,891382310
157,25,3.0,886890787
305,71,3.0,886323684
119,382,5.0,874781742
21,222,2.0,874951382
231,181,4.0,888605273
280,508,3.0,891700453
288,132,3.0,886374129
279,1497,2.0,890780576
301,33,4.0,882078228
72,699,3.0,880036783
90,259,2.0,891382392
308,55,3.0,887738760
59,742,3.0,888203053
94,744,4.0,891721462
130,642,4.0,875216933
26,1015,3.0,891352136
56,121,5.0,892679480
82,508,2.0,884714249
62,12,4.0,879373613
276,40,3.0,874791871
181,1015,1.0,878963121
152,301,3.0,880147407
178,845,4.0,882824291
217,597,4.0,889070087
79,303,4.0,891271203
138,484,4.0,879024127
308,81,5.0,887737293
75,284,2.0,884050393
269,198,4.0,891447062
307,94,3.0,877122695
222,781,3.0,881059677
121,740,3.0,891390544
269,22,1.0,891448072
13,864,4.0,882141924
230,742,5.0,880485043
269,507,4.0,891448800
239,1099,5.0,889179253
245,1028,5.0,888513447
56,546,3.0,892679460
295,961,5.0,879519556
271,1028,2.0,885848102
222,812,2.0,881059117
69,240,3.0,882126156
10,7,4.0,877892210
22,376,3.0,878887112
294,931,3.0,889242857
82,717,1.0,884714492
279,399,4.0,875313859
269,234,1.0,891449406
6,98,5.0,883600680
243,1039,4.0,879988184
298,181,4.0,884125629
282,325,1.0,881703044
78,323,1.0,879633567
118,200,5.0,875384647
283,1114,5.0,879297545
171,292,4.0,891034835
70,217,4.0,884151119
10,100,5.0,877891747
245,181,4.0,888513664
107,333,3.0,891264267
246,561,1.0,884923445
13,901,1.0,883670672
276,70,4.0,874790826
244,17,2.0,880607205
189,56,5.0,893265263
226,242,5.0,883888671
62,1016,4.0,879373008
276,417,4.0,874792907
214,478,4.0,891544052
306,235,4.0,876504354
222,26,3.0,878183043
280,631,5.0,891700751
60,430,5.0,883326122
56,71,4.0,892683275
42,274,5.0,881105817
1,202,5.0,875072442
13,809,4.0,882397582
173,289,4.0,877556988
15,749,1.0,879455311
185,23,4.0,883524249
280,540,3.0,891702304
244,381,4.0,880604077
150,293,4.0,878746946
7,497,4.0,891352134
178,317,4.0,882826915
178,742,3.0,882823833
95,1217,3.0,880572658
234,1462,3.0,892333865
97,222,5.0,884238887
109,127,2.0,880563471
117,268,5.0,880124306
269,705,2.0,891448850
130,1246,3.0,876252497
264,655,4.0,886123530
207,13,3.0,875506839
42,588,5.0,881108147
246,409,2.0,884923372
87,367,4.0,879876702
101,304,3.0,877135677
256,127,4.0,882164406
92,794,3.0,875654798
181,762,2.0,878963418
213,235,1.0,878955115
92,739,2.0,876175582
292,661,5.0,881105561
246,665,4.0,884922831
274,845,5.0,878945579
188,692,5.0,875072583
18,86,4.0,880129731
5,439,1.0,878844423
236,632,3.0,890116254
193,407,4.0,889127921
144,709,4.0,888105940
90,1198,5.0,891383866
48,609,4.0,879434819
5,225,2.0,875635723
22,128,5.0,878887983
311,432,4.0,884365485
8,22,5.0,879362183
276,188,4.0,874792547
222,173,5.0,878183043
72,866,4.0,880035887
299,134,4.0,878192311
1,171,5.0,889751711
308,295,3.0,887741461
165,216,4.0,879525778
222,49,3.0,878183512
181,121,4.0,878962623
200,11,5.0,884129542
234,626,4.0,892336358
244,707,4.0,880606243
90,25,5.0,891384789
208,216,5.0,883108324
263,96,4.0,891298336
134,323,4.0,891732335
279,586,4.0,892864663
2,292,4.0,888550774
288,593,2.0,886892127
49,302,4.0,888065432
286,153,5.0,877531406
205,304,3.0,888284313
22,80,4.0,878887227
234,318,4.0,892078890
223,328,3.0,891548959
15,25,3.0,879456204
268,147,4.0,876514002
94,1220,3.0,891722678
274,405,4.0,878945840
7,492,5.0,891352010
268,217,2.0,875744501
16,55,5.0,877717956
164,620,3.0,889402298
290,161,4.0,880474293
92,515,4.0,875640800
239,1070,5.0,889179032
56,449,5.0,892679308
248,234,4.0,884534968
234,10,3.0,891227851
280,1049,2.0,891702486
308,187,5.0,887738760
276,64,5.0,874787441
192,948,3.0,881368302
122,509,4.0,879270511
85,588,3.0,880838306
262,931,2.0,879790874
201,272,3.0,886013700
181,870,2.0,878962623
295,739,4.0,879518319
263,568,4.0,891299387
295,39,4.0,879518279
201,1100,4.0,884112800
93,820,3.0,888705966
159,1028,5.0,880557539
158,665,2.0,880134532
293,423,3.0,888906070
82,597,3.0,878768882
276,181,5.0,874786488
13,823,5.0,882397833
217,2,3.0,889069782
83,660,4.0,880308256
189,20,5.0,893264466
222,796,4.0,878183684
146,1022,5.0,891458193
267,121,3.0,878970681
126,294,3.0,887855087
181,1060,1.0,878962675
125,80,4.0,892838865
43,120,4.0,884029430
13,780,1.0,882142057
253,259,2.0,891628883
42,44,3.0,881108548
77,518,4.0,884753202
291,686,5.0,874835165
268,21,3.0,875742822
262,28,3.0,879792220
234,81,3.0,892334680
29,245,3.0,882820803
236,57,5.0,890116575
158,729,3.0,880133116
156,661,4.0,888185947
232,52,5.0,888550130
168,866,5.0,884287927
37,288,4.0,880915258
141,245,3.0,884584426
235,230,4.0,889655162
102,70,3.0,888803537
77,172,3.0,884752562
90,506,5.0,891383319
186,566,5.0,879023663
44,660,5.0,878347915
118,774,5.0,875385198
7,661,5.0,891351624
49,1003,2.0,888068651
62,68,1.0,879374969
42,1028,4.0,881106072
178,433,4.0,882827834
85,51,2.0,879454782
77,474,5.0,884732407
58,1099,2.0,892243079
56,1047,4.0,892911290
197,688,1.0,891409564
286,99,4.0,878141681
90,258,3.0,891382121
181,1288,1.0,878962349
295,190,4.0,879517062
224,69,4.0,888082495
272,317,4.0,879454977
221,1010,3.0,875246662
66,877,1.0,883601089
207,318,5.0,877124871
234,487,3.0,892079237
7,648,5.0,891351653
87,82,5.0,879875774
195,1052,1.0,877835102
44,449,5.0,883613334
306,287,4.0,876504442
194,172,3.0,879521474
94,62,3.0,891722933
167,659,4.0,892738277
108,100,4.0,879879720
230,304,5.0,880484286
181,927,1.0,878962675
54,302,4.0,880928519
90,22,4.0,891384357
181,696,2.0,878962997
286,357,4.0,877531537
14,269,4.0,892242403
311,179,2.0,884365357
92,121,5.0,875640679
21,440,1.0,874951798
244,550,1.0,880602264
181,405,4.0,878962919
65,806,4.0,879216529
37,540,2.0,880916070
44,443,5.0,878348289
244,183,4.0,880606043
1,265,4.0,878542441
270,25,5.0,876954456
299,387,2.0,889502756
94,572,3.0,891723883
286,746,4.0,877533058
239,272,5.0,889181247
216,55,5.0,880245145
254,121,3.0,886472369
62,665,2.0,879376483
178,385,4.0,882826982
194,23,4.0,879522819
268,955,3.0,875745160
188,143,5.0,875072674
276,294,4.0,874786366
158,1098,4.0,880135069
207,845,3.0,881681663
161,48,1.0,891170745
305,654,4.0,886323937
47,324,3.0,879439078
64,736,4.0,889739212
191,751,3.0,891560753
7,378,5.0,891353011
59,92,5.0,888204997
69,268,5.0,882027109
10,461,3.0,877888944
21,129,4.0,874951382
58,9,4.0,884304328
194,152,3.0,879549996
7,200,5.0,891353543
113,126,5.0,875076827
173,328,5.0,877557028
95,233,4.0,879196354
16,194,5.0,877720733
59,323,4.0,888206809
311,654,3.0,884365075
292,589,4.0,881105516
43,203,4.0,883955224
79,50,4.0,891271545
235,70,5.0,889655619
125,190,5.0,892836309
284,322,3.0,885329671
303,161,5.0,879468547
254,378,3.0,886474396
255,1034,1.0,883217030
104,301,2.0,888442275
90,923,5.0,891383912
6,463,4.0,883601713
279,122,1.0,875297433
286,298,4.0,875807004
222,448,3.0,878183565
297,57,5.0,875239383
42,625,3.0,881108873
130,1217,4.0,875801778
254,357,3.0,886472466
109,475,1.0,880563641
230,1444,2.0,880485726
244,310,3.0,880601905
6,301,2.0,883600406
36,748,4.0,882157285
256,443,3.0,882164727
102,515,1.0,888801316
104,285,4.0,888465201
21,447,5.0,874951695
111,301,4.0,891680028
18,408,5.0,880129628
25,222,4.0,885852817
110,944,3.0,886989501
270,98,5.0,876955868
68,237,5.0,876974133
83,215,4.0,880307940
6,258,2.0,883268278
89,216,5.0,879459859
128,317,4.0,879968029
305,512,4.0,886323525
184,412,2.0,889912691
286,175,5.0,877532470
279,1428,3.0,888465209
256,86,5.0,882165103
221,48,5.0,875245462
140,332,3.0,879013617
190,977,2.0,891042938
11,227,3.0,891905896
201,203,5.0,884114471
150,181,5.0,878746685
126,245,3.0,887854726
20,208,2.0,879669401
144,742,4.0,888104122
181,930,1.0,878963275
109,566,4.0,880578814
85,1065,3.0,879455021
213,133,3.0,878955973
222,379,1.0,878184290
223,11,3.0,891550649
215,421,4.0,891435704
218,208,3.0,877488366
174,937,5.0,886432989
275,186,3.0,880314383
68,742,1.0,876974198
268,583,4.0,876513830
160,462,4.0,876858346
195,273,4.0,878019342
224,178,4.0,888082468
5,110,1.0,875636493
99,1016,5.0,885678724
2,251,5.0,888552084
292,9,4.0,881104148
72,568,4.0,880037203
85,228,3.0,882813248
83,281,5.0,880307072
92,831,2.0,886443708
7,543,3.0,891351772
87,401,2.0,879876813
287,926,4.0,875334340
1,155,2.0,878542201
234,632,2.0,892079538
222,53,5.0,878184113
24,64,5.0,875322758
7,554,3.0,891354639
82,56,3.0,878769410
161,318,3.0,891170824
196,393,4.0,881251863
56,91,4.0,892683275
82,477,3.0,876311344
7,472,2.0,891353357
256,761,4.0,882164644
226,56,4.0,883889102
279,741,5.0,875296891
308,1286,3.0,887738151
16,8,5.0,877722736
180,202,3.0,877128388
203,93,4.0,880434940
145,56,5.0,875271896
288,305,4.0,886372527
84,742,3.0,883450643
44,644,3.0,878347818
17,13,3.0,885272654
313,117,4.0,891015319
148,1,4.0,877019411
197,347,4.0,891409070
21,164,5.0,874951695
279,982,3.0,875298314
239,491,5.0,889181015
185,287,5.0,883526288
297,89,4.0,875239125
303,68,4.0,879467361
186,250,1.0,879023607
73,206,3.0,888625754
104,756,2.0,888465739
94,216,3.0,885870665
239,194,5.0,889178833
197,511,5.0,891409839
280,1,4.0,891700426
1,117,3.0,874965739
224,583,1.0,888103729
303,397,1.0,879543831
60,162,4.0,883327734
198,258,4.0,884204501
239,513,5.0,889178887
6,69,3.0,883601277
233,375,4.0,876374419
85,642,4.0,882995615
110,38,3.0,886988574
184,522,3.0,889908462
99,873,1.0,885678436
13,418,2.0,882398763
201,518,4.0,884112201
13,858,1.0,882397068
214,131,3.0,891544465
296,228,4.0,884197264
222,87,3.0,878182589
279,725,4.0,875314144
217,182,2.0,889070109
85,433,3.0,879828720
239,234,3.0,889178762
13,72,4.0,882141727
194,77,3.0,879527421
208,663,5.0,883108476
109,178,3.0,880572950
230,172,4.0,880484523
59,485,2.0,888204466
313,478,3.0,891014373
70,1133,3.0,884151344
62,182,5.0,879375169
198,234,3.0,884207833
65,125,4.0,879217509
174,660,5.0,886514261
90,12,5.0,891383241
130,1248,3.0,880396702
100,354,2.0,891375260
283,432,5.0,879297965
275,418,3.0,875154718
311,98,5.0,884364502
195,751,4.0,883295500
130,105,4.0,876251160
269,252,1.0,891456350
286,73,5.0,877532965
7,623,3.0,891354217
56,222,5.0,892679439
210,204,5.0,887730676
239,9,5.0,889180446
96,87,4.0,884403531
297,73,2.0,875239691
249,239,3.0,879572284
94,860,2.0,891723706
84,121,4.0,883452307
275,265,4.0,880314031
135,1046,3.0,879858003
291,1178,4.0,875086354
125,382,1.0,892836623
70,399,4.0,884068521
311,9,4.0,884963365
301,523,4.0,882076146
152,685,5.0,880149074
244,172,4.0,880605665
275,1091,2.0,875154535
53,281,4.0,879443288
198,118,2.0,884206513
244,790,4.0,880608037
26,125,4.0,891371676
151,13,3.0,879542688
124,496,1.0,890286933
24,191,5.0,875323003
271,65,3.0,885849419
307,634,3.0,879283385
294,1245,3.0,877819265
234,241,2.0,892335042
25,501,3.0,885852301
293,137,3.0,888904653
201,432,3.0,884111312
75,240,1.0,884050661
13,181,5.0,882140354
207,68,2.0,877125350
2,50,5.0,888552084
313,566,4.0,891016220
144,125,4.0,888104191
188,443,4.0,875074329
276,324,4.0,874786419
145,974,1.0,882182634
72,234,4.0,880037418
83,385,4.0,887665549
181,619,3.0,878963086
109,402,4.0,880581344
207,107,3.0,876198301
185,216,4.0,883526268
14,213,5.0,890881557
149,319,2.0,883512658
57,79,5.0,883698495
230,963,5.0,880484370
176,875,4.0,886047442
253,97,4.0,891628501
284,269,4.0,885328991
106,526,4.0,881452685
121,180,3.0,891388286
62,86,2.0,879374640
291,418,4.0,875086920
84,1033,4.0,883452711
293,380,2.0,888907527
207,58,3.0,875991047
194,187,4.0,879520813
109,97,3.0,880578711
283,845,4.0,879297442
297,275,5.0,874954260
181,334,1.0,878961749
78,255,4.0,879633745
11,425,4.0,891904300
308,59,4.0,887737647
193,1078,4.0,889126943
297,234,3.0,875239018
87,585,4.0,879877008
250,204,2.0,878091682
8,50,5.0,879362124
186,148,4.0,891719774
312,692,4.0,891699426
91,683,3.0,891438351
5,454,1.0,875721432
291,376,3.0,875086534
175,127,5.0,877107640
145,737,2.0,875272833
7,644,5.0,891351685
276,419,5.0,874792907
83,210,5.0,880307751
102,524,3.0,888803537
153,174,1.0,881371140
62,302,3.0,879371909
49,995,3.0,888065577
268,298,3.0,875742647
207,554,2.0,877822854
313,616,5.0,891015049
286,44,3.0,877532173
279,168,5.0,875296435
276,474,5.0,889174904
62,59,4.0,879373821
254,219,1.0,886475980
83,97,4.0,880308690
63,100,5.0,875747319
16,178,5.0,877719333
297,233,2.0,875239914
90,945,5.0,891383866
85,25,2.0,879452769
42,98,4.0,881106711
303,393,4.0,879484981
274,50,5.0,878944679
104,299,3.0,888442436
94,792,4.0,885873006
184,98,4.0,889908539
293,708,3.0,888907527
248,589,4.0,884534968
18,950,3.0,880130764
217,27,1.0,889070011
200,892,4.0,884127082
201,148,1.0,884140751
296,222,5.0,884196640
7,662,3.0,892133739
196,381,4.0,881251728
69,427,3.0,882145465
72,196,4.0,880036747
256,472,4.0,882152471
128,182,4.0,879967225
151,747,3.0,879524564
7,171,3.0,891351287
286,85,5.0,877533224
172,220,4.0,875537441
308,516,4.0,887736743
190,974,2.0,891625949
82,756,1.0,878768741
308,436,4.0,887739257
59,235,1.0,888203658
64,1063,3.0,889739539
145,756,2.0,885557506
220,298,4.0,881198966
21,324,4.0,874950889
285,269,4.0,890595313
207,65,3.0,878104594
198,658,3.0,884208173
220,333,3.0,881197771
210,70,4.0,887730589
181,14,1.0,878962392
